node,_wkshell,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality,load_centrality,pagerank,information_centrality
AT4G27690,0,0.0009454774661203907,0.0010578131434931623,0.00025610413111239465,0.2608974046977019,0.0010163643325247081,0.000217445466548708,0.00028699330119494375
AT5G53530,0,0.0006303183107469272,0.00017327789028815556,7.220658335497544e-05,0.22863523352020043,0.00022255739833179256,0.0001702999920557996,0.00022163980984278423
AT1G60940,0,0.0003151591553734636,0.0,0.0022029217240375175,0.29309718555063025,0.0,9.297384482036104e-05,0.0001968381996299595
AT1G60950,0,0.0012606366214938543,0.0009255059297430626,0.0006265228791326678,0.26730009033748314,0.0009599680781141437,0.000246037576367621,0.0003541287200065532
AT1G61010,0,0.002206114087614245,4.967830317992806e-08,1.5981113455615035e-05,0.22324438890183235,4.967830317992806e-08,0.00026412914462031626,0.00033807102894373777
AT2G01730,0,0.0018909549322407813,0.0,1.566580712461234e-05,0.22322718847122122,0.0,0.00022478685197461443,0.00032311382867064006
AT3G04680,0,0.002206114087614245,5.017580267936984e-05,1.7559614951671276e-05,0.22977759371623285,6.129614706516218e-05,0.00027745464547731277,0.0003396795758342797
AT5G13480,0,0.0034667507091080993,0.0010920994706561755,0.00021372182245724873,0.2598677620565055,0.0011452070617377068,0.00044451051977590446,0.000394345705294093
AT5G51660,0,0.0025212732429877086,0.001167053398721865,0.00031210271982133045,0.2714066209993424,0.001287430384679558,0.00033430748232622843,0.00038652211262264784
AT4G37880,0,0.0006303183107469272,0.0,0.00011782269234972894,0.21871108018177549,0.0,0.00010578430144004765,0.00026435747856837997
AT1G61170,0,0.0006303183107469272,1.1599530668462154e-05,0.00041719234918336114,0.24326328120637952,9.445496561108176e-06,0.00013954303320734107,0.0002786358618504182
AT1G61210,0,0.0006303183107469272,0.0,5.292516811536487e-05,0.23453943812579778,0.0,0.0001154270705766047,0.0002747714693527674
AT1G61250,0,0.0009454774661203907,0.0,0.0040062995544056556,0.26683235210609507,0.0,0.00014385500501426033,0.0003263507227188021
AT3G61470,0,0.0006303183107469272,0.0,0.0006318491516629406,0.2427537225947197,0.0,0.00012092026107224912,0.0002774063581344674
AT4G02770,0,0.0018909549322407813,0.0007565043915576752,0.0028880748950873437,0.3063944246159031,0.000747115647446017,0.000300336161829568,0.0003805387934073543
