"Binary (literature evidence APID)","cor_val_>=4_[σ]","cor_val_>=5_[σ]","cor_val_[σ]","Count of publications","experimentral System","F_FDR_0.001","F_FDR_0.01","F_FDR_0.05","F_FDR_1e-04","Highlight Novel Stylel In Cytoscape (shows score if published)","Inter-cluster edge","interaction","name","Pubmed Ids","R_FDR_0.001","R_FDR_0.01","R_FDR_0.05","R_FDR_1e-04","score_cor","score_FDR","score_FDR+cor","selected","shared interaction","shared name","source","Source Gene names (SGD/UniProt-primary or ordered locus)","target","Target Gene names  (SGD/UniProt-primary or ordered locus)"
,"true","true","6.844161719","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YDR037W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YDR037W","YGR185C","TYS1","YDR037W","KRS1"
,"true","true","5.196409195","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YDL201W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YDL201W","YGR185C","TYS1","YDL201W","TRM8"
,"true","true","5.159797565","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YER007C-A","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YER007C-A","YGR185C","TYS1","YER007C-A","TMA20"
,"true","true","5.272241562","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YEL034W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YEL034W","YGR185C","TYS1","YEL034W","HYP2"
,"true","true","5.332974116","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YGR054W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YGR054W","YGR185C","TYS1","YGR054W","YGR054W"
,"true","true","5.518093782","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YGL245W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YGL245W","YGR185C","TYS1","YGL245W","GUS1"
,"true","true","7.058526494","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YHR019C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YHR019C","YGR185C","TYS1","YHR019C","DED81"
,"true","true","5.41985689","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YGR285C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YGR285C","YGR185C","TYS1","YGR285C","ZUO1"
,"true","true","5.32769115","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YHR064C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YHR064C","YGR185C","TYS1","YHR064C","SSZ1"
,"true","true","6.601311324","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YHR020W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YHR020W","YGR185C","TYS1","YHR020W","YHR020W"
,"true","true","5.034452773","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YJR047C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YJR047C","YGR185C","TYS1","YJR047C","ANB1"
,"true","true","5.837870452","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YIL078W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YIL078W","YGR185C","TYS1","YIL078W","THS1"
,"true","true","5.019937338","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YLR244C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YLR244C","YGR185C","TYS1","YLR244C","MAP1"
,"true","true","6.618951899","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YLL018C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YLL018C","YGR185C","TYS1","YLL018C","DPS1"
,"true","true","5.530239129","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YOR168W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YOR168W","YGR185C","TYS1","YOR168W","GLN4"
,"true","true","5.80033168","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YNL231C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YNL231C","YGR185C","TYS1","YNL231C","PDR16"
,"true","true","5.385576067","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YPL160W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YPL160W","YGR185C","TYS1","YPL160W","CDC60"
,"true","true","5.772314396","0","","false","false","false","false",,"true","interacts with","YGR185C (interacts with) YPL048W","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YPL048W","YGR185C","TYS1","YPL048W","CAM1"
,"true","true","5.427367367","0","","false","false","false","false",,"false","interacts with","YGR185C (interacts with) YPR033C","","false","false","false","false","2","0","2","false","interacts with","YGR185C (interacts with) YPR033C","YGR185C","TYS1","YPR033C","HTS1"
,"true","true","5.51943321","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YCL001W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YCL001W","YFL048C","EMP47","YCL001W","RER1"
,"true","true","5.123155984","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YDL072C","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YDL072C","YFL048C","EMP47","YDL072C","YET3"
,"true","true","5.107435164","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YDL015C","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YDL015C","YFL048C","EMP47","YDL015C","TSC13"
,"true","true","5.36801837","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YDR144C","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YDR144C","YFL048C","EMP47","YDR144C","MKC7"
,"true","true","5.113151806","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YDR037W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YDR037W","YFL048C","EMP47","YDR037W","KRS1"
,"true","true","5.051797279","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YDR406W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YDR406W","YFL048C","EMP47","YDR406W","PDR15"
,"true","true","5.032699894","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YDR245W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YDR245W","YFL048C","EMP47","YDR245W","MNN10"
,"true","true","5.027737411","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YER007C-A","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YER007C-A","YFL048C","EMP47","YER007C-A","TMA20"
,"true","true","5.659972834","1","Co-fractionation","false","false","false","false","2","true","interacts with","YFL048C (interacts with) YEL036C","PUBMED:11095735","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YEL036C","YFL048C","EMP47","YEL036C","ANP1"
,"true","true","5.414820146","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YGL105W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YGL105W","YFL048C","EMP47","YGL105W","ARC1"
,"true","true","5.18966106","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YFR024C-A","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YFR024C-A","YFL048C","EMP47","YFR024C-A","LSB3"
,"true","true","5.154205787","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YJL171C","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YJL171C","YFL048C","EMP47","YJL171C","TOH1"
,"false","false","3.673382993","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YGL200C","","false","true","true","false","0","2","2","false","interacts with","YFL048C (interacts with) YGL200C","YFL048C","EMP47","YGL200C","EMP24"
"true","true","true","5.111296861","1","PCA","false","false","false","false","2","true","interacts with","YFL048C (interacts with) YKL065C","PUBMED:16093310","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YKL065C","YFL048C","EMP47","YKL065C","YET1"
,"true","true","5.793103931","0","","false","false","false","false",,"false","interacts with","YFL048C (interacts with) YKL042W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YKL042W","YFL048C","EMP47","YKL042W","SPC42"
,"true","true","5.25566117","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YLL018C","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YLL018C","YFL048C","EMP47","YLL018C","DPS1"
,"true","true","5.155153017","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YKL165C","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YKL165C","YFL048C","EMP47","YKL165C","MCD4"
"true","true","true","7.489144003","5","PCA, Affinity Capture-MS, Co-purification, Reconstituted Complex, Reconstituted Complex","false","false","false","false","2","false","interacts with","YFL048C (interacts with) YLR080W","PUBMED:16093310, PUBMED:12857885, PUBMED:14627716, PUBMED:26447473, PUBMED:29361014","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YLR080W","YFL048C","EMP47","YLR080W","EMP46"
,"true","true","6.546544795","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YLR072W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YLR072W","YFL048C","EMP47","YLR072W","LAM6"
,"true","true","5.670258774","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YLR386W","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YLR386W","YFL048C","EMP47","YLR386W","VAC14"
,"true","true","7.37793158","2","Affinity Capture-MS, Affinity Capture-Western","false","false","false","false","6","false","interacts with","YFL048C (interacts with) YLR250W","PUBMED:26650540, PUBMED:26650540","true","true","true","true","2","4","6","false","interacts with","YFL048C (interacts with) YLR250W","YFL048C","EMP47","YLR250W","SSP120"
,"true","true","5.304106864","0","","false","false","false","false",,"true","interacts with","YFL048C (interacts with) YML115C","","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YML115C","YFL048C","EMP47","YML115C","VAN1"
"true","true","true","5.859899351","1","PCA","false","false","false","false","2","true","interacts with","YFL048C (interacts with) YML067C","PUBMED:18467557","false","false","false","false","2","0","2","false","interacts with","YFL048C (interacts with) YML067C","YFL048C","EMP47","YML067C","ERV41"
